"segment_id","forecast_month","gross_recovery_for_month"
"super_prime_q2",32,"3613.78628742500000"
"super_prime_q2",33,"3620.09874493800000"
"super_prime_q2",34,"3622.94869928200000"
"super_prime_q2",35,"3556.38893106870000"
"super_prime_q2",36,"3537.96381532860000"
"super_prime_q2",37,"3499.93143306120000"
"super_prime_q2",38,"3442.10210130000000"
"super_prime_q2",39,"3411.97574628680000"
"super_prime_q2",40,"3351.08432055110000"
"super_prime_q2",41,"3291.76910864030000"
"super_prime_q2",42,"3237.98391245100000"
"super_prime_q2",43,"3185.38569386170000"
"super_prime_q2",44,"3148.86779284400000"
"super_prime_q2",45,"3094.42429763820000"
"super_prime_q2",46,"3033.14266601310000"
"super_prime_q2",47,"2987.26541298900000"
"super_prime_q2",48,"2936.99825383120000"
"super_prime_q2",49,"2902.74892849100000"
"super_prime_q2",50,"2859.48618941520000"
"super_prime_q2",51,"2810.43327153630000"
"super_prime_q2",52,"2767.78552736130000"
"super_prime_q2",53,"2712.97091534130000"
"super_prime_q2",54,"2666.88718697040000"
"super_prime_q2",55,"2614.08790688560000"
"super_prime_q2",56,"2562.32262360960000"
"super_prime_q2",57,"2518.46623358750000"
"super_prime_q2",58,"2472.84149883120000"
"super_prime_q2",59,"2426.40141334810000"
